tf,line,start_ts,end_ts,length_bars,value,duration_days
M30,kijun,2020-04-12 00:00:00,2020-04-12 08:30:00,18,6832.645,0.3541666666666667
M30,kijun,2020-04-17 13:30:00,2020-04-17 22:00:00,18,7051.82,0.3541666666666667
M30,kijun,2020-04-26 15:00:00,2020-04-26 23:30:00,18,7593.215,0.3541666666666667
M30,kijun,2020-06-05 12:30:00,2020-06-05 21:00:00,18,9717.76,0.3541666666666667
M30,kijun,2020-08-31 13:00:00,2020-08-31 21:30:00,18,11679.994999999999,0.3541666666666667
M30,kijun,2020-09-15 12:30:00,2020-09-15 21:00:00,18,10757.71,0.3541666666666667
M30,kijun,2020-09-19 12:00:00,2020-09-19 20:30:00,18,11028.5,0.3541666666666667
M30,kijun,2020-10-23 02:00:00,2020-10-23 10:30:00,18,13012.01,0.3541666666666667
M30,kijun,2020-10-26 17:30:00,2020-10-27 02:00:00,18,12984.5,0.3541666666666667
M30,kijun,2020-12-02 08:00:00,2020-12-02 16:30:00,18,18847.29,0.3541666666666667
M30,kijun,2020-12-23 13:00:00,2020-12-23 21:30:00,18,23518.04,0.3541666666666667
M30,kijun,2020-12-28 13:30:00,2020-12-28 22:00:00,18,27069.41,0.3541666666666667
M30,kijun,2021-02-25 02:00:00,2021-02-25 10:30:00,18,49474.0,0.3541666666666667
M30,kijun,2021-03-20 00:00:00,2021-03-20 08:30:00,18,58715.5,0.3541666666666667
M30,kijun,2021-07-18 04:00:00,2021-07-18 12:30:00,18,31943.465,0.3541666666666667
